url	host	occurrences	source_count	classification	verification
https://img.shields.io/badge/Next.js-13.4-%2523000000	img.shields.io	1	1	external-reference	UNVERIFIED
https://img.shields.io/badge/Node.js-18.x-green	img.shields.io	1	1	external-reference	UNVERIFIED
https://img.shields.io/badge/OAuth2.0-RFC6749-blue	img.shields.io	1	1	external-reference	UNVERIFIED
https://img.shields.io/badge/ONNX-1.13-%2523B84734	img.shields.io	1	1	external-reference	UNVERIFIED
https://img.shields.io/badge/ONNX-1.14-%23B84734	img.shields.io	1	1	external-reference	UNVERIFIED
https://img.shields.io/badge/PennyLane-0.32-%2312B0B0	img.shields.io	1	1	external-reference	UNVERIFIED
https://img.shields.io/badge/PostgreSQL-15-%2523316192	img.shields.io	1	1	external-reference	UNVERIFIED
https://img.shields.io/badge/Prometheus-2.45-%2523E6522C	img.shields.io	1	1	external-reference	UNVERIFIED
https://img.shields.io/badge/PRs-welcome-brightgreen.svg	img.shields.io	1	1	external-reference	UNVERIFIED
https://img.shields.io/badge/Pytest-7.3-%25230A9EDC	img.shields.io	1	1	external-reference	UNVERIFIED
https://img.shields.io/badge/Python-3.11-blue	img.shields.io	1	1	external-reference	UNVERIFIED
https://img.shields.io/badge/PyTorch-2.0-%2523EE4C2C	img.shields.io	1	1	external-reference	UNVERIFIED
https://img.shields.io/badge/PyTorch-2.1-%23EE4C2C	img.shields.io	1	1	external-reference	UNVERIFIED
https://img.shields.io/badge/Qiskit-0.44-%236929C4	img.shields.io	1	1	external-reference	UNVERIFIED
https://img.shields.io/badge/Ray-2.8-%23028CF0	img.shields.io	1	1	external-reference	UNVERIFIED
https://img.shields.io/badge/React-18.2-%252361DAFB	img.shields.io	1	1	external-reference	UNVERIFIED
https://img.shields.io/badge/Redis-7.0-%2523DC382D	img.shields.io	1	1	external-reference	UNVERIFIED
https://img.shields.io/badge/Sentry-23.6-%2523362D59	img.shields.io	1	1	external-reference	UNVERIFIED
https://img.shields.io/badge/Spark-3.4-%23E25A1C	img.shields.io	1	1	external-reference	UNVERIFIED
https://img.shields.io/badge/TensorFlow-2.12-%2523FF6F00	img.shields.io	1	1	external-reference	UNVERIFIED
https://img.shields.io/badge/TensorFlow-2.13-%23FF6F00	img.shields.io	1	1	external-reference	UNVERIFIED
https://img.shields.io/badge/Terraform-1.5-%2523843FBC	img.shields.io	1	1	external-reference	UNVERIFIED
https://img.shields.io/badge/TFQ-0.7-%23FF6F00	img.shields.io	1	1	external-reference	UNVERIFIED
https://img.shields.io/badge/Transformers-4.32-%23FFD21E	img.shields.io	1	1	external-reference	UNVERIFIED
https://img.shields.io/badge/TypeScript-5.0-%25233178C6	img.shields.io	1	1	external-reference	UNVERIFIED
https://img.shields.io/badge/version-4.0.0-green.svg	img.shields.io	1	1	external-reference	UNVERIFIED
https://img.shields.io/github/workflow/status/trios/trios/CI	img.shields.io	1	1	external-reference	UNVERIFIED
https://invideo.sjv.io...​	invalid-template	1	1	external-reference	UNVERIFIED
https://ipfs.io	ipfs.io	2	2	external-reference	UNVERIFIED
https://jasper.ai/free...​	jasper.ai	1	1	external-reference	UNVERIFIED
https://json-schema.org/draft/2020-12/schema	json-schema.org	6	1	external-reference	UNVERIFIED
https://lmstudio.ai	lmstudio.ai	1	1	external-reference	UNVERIFIED
https://localhost:3000	localhost	1	1	external-reference	UNVERIFIED
https://lovable.dev/	lovable.dev	1	1	external-reference	UNVERIFIED
https://machinelearningmastery.com/wp-content/uploads/2024/04/amanda-dalbjorn-fvInY-Gh7sc-unsplash.jpg	machinelearningmastery.com	1	1	external-reference	UNVERIFIED
https://mainnet.infura.io/v3/YOUR_INFURA_PROJECT_ID	mainnet.infura.io	1	1	external-reference	UNVERIFIED
https://mainnet.infura.io/v3/YOUR_KEY	mainnet.infura.io	1	1	external-reference	UNVERIFIED
https://makersuite.google.com/app/apikey	makersuite.google.com	1	1	external-reference	UNVERIFIED
https://miro.medium.com/0%2A0qABvpxvkDCHbL0y.png	miro.medium.com	1	1	external-reference	UNVERIFIED
https://miro.medium.com/v2/resize%3Afit%3A1400/1%2AKB1Z3EG6v5dxA735bV9j4A.jpeg	miro.medium.com	1	1	external-reference	UNVERIFIED
https://miro.medium.com/v2/resize%3Afit%3A1400/1%2ANYFtmOASge2gGHct4GLlSQ.png	miro.medium.com	1	1	external-reference	UNVERIFIED
https://miro.medium.com/v2/resize%3Afit%3A1400/1%2ApoYobfYgsuauR0UDgdIUNg.png	miro.medium.com	1	1	external-reference	UNVERIFIED
https://mlflow.gameserver.com	mlflow.gameserver.com	1	1	external-reference	UNVERIFIED
https://n8n.io/​	n8n.io	1	1	external-reference	UNVERIFIED
https://newsapi.org/v2/everything	newsapi.org	1	1	external-reference	UNVERIFIED
https://nextgen-ai-vr.demo	nextgen-ai-vr.demo	1	1	external-reference	UNVERIFIED
https://nextgen-ai.demo	nextgen-ai.demo	1	1	external-reference	UNVERIFIED
https://notebooklm.goo...​	invalid-template	1	1	external-reference	UNVERIFIED
https://ollama.ai/download	ollama.ai	3	3	external-reference	UNVERIFIED
https://ollama.ai/library	ollama.ai	1	1	external-reference	UNVERIFIED
https://ollama.com	ollama.com	1	1	external-reference	UNVERIFIED
https://omniai.demo	omniai.demo	1	1	external-reference	UNVERIFIED
https://omniai.demo/4d-ledger	omniai.demo	1	1	external-reference	UNVERIFIED
https://omniai.demo/adapt	omniai.demo	1	1	external-reference	UNVERIFIED
https://omniai.demo/biolab	omniai.demo	1	1	external-reference	UNVERIFIED
https://omniai.demo/business	omniai.demo	1	1	external-reference	UNVERIFIED
https://omniai.demo/dao	omniai.demo	2	1	external-reference	UNVERIFIED
https://omniai.demo/debugger	omniai.demo	1	1	external-reference	UNVERIFIED
https://omniai.demo/deepseek-holo	omniai.demo	1	1	external-reference	UNVERIFIED
https://omniai.demo/gpt-dashboard	omniai.demo	1	1	external-reference	UNVERIFIED
https://omniai.demo/holo	omniai.demo	2	1	external-reference	UNVERIFIED
https://omniai.demo/holo-debate	omniai.demo	1	1	external-reference	UNVERIFIED
https://omniai.demo/holo-debugger	omniai.demo	1	1	external-reference	UNVERIFIED
https://omniai.demo/holo-repair	omniai.demo	1	1	external-reference	UNVERIFIED
https://omniai.demo/holo-workflow	omniai.demo	1	1	external-reference	UNVERIFIED
https://omniai.demo/hyper-swarm	omniai.demo	1	1	external-reference	UNVERIFIED
https://omniai.demo/life	omniai.demo	1	1	external-reference	UNVERIFIED
https://omniai.demo/mind-lab	omniai.demo	1	1	external-reference	UNVERIFIED
https://omniai.demo/neural-sync	omniai.demo	1	1	external-reference	UNVERIFIED
https://omniai.demo/neuromorphic	omniai.demo	1	1	external-reference	UNVERIFIED
https://omniai.demo/offline	omniai.demo	1	1	external-reference	UNVERIFIED
https://omniai.demo/onion-search	omniai.demo	1	1	external-reference	UNVERIFIED
https://omniai.demo/private	omniai.demo	1	1	external-reference	UNVERIFIED
https://omniai.demo/public	omniai.demo	1	1	external-reference	UNVERIFIED
https://omniai.demo/quantum-lab	omniai.demo	2	1	external-reference	UNVERIFIED
https://omniai.demo/quantum-ledger	omniai.demo	1	1	external-reference	UNVERIFIED
https://omniai.demo/quantum-swarm	omniai.demo	2	1	external-reference	UNVERIFIED
https://omniai.demo/quantum-va	omniai.demo	1	1	external-reference	UNVERIFIED
https://omniai.demo/starmap	omniai.demo	1	1	external-reference	UNVERIFIED
https://omniai.demo/stream	omniai.demo	1	1	external-reference	UNVERIFIED
https://omniai.demo/swarm-dashboard	omniai.demo	1	1	external-reference	UNVERIFIED
https://omniai.demo/twin	omniai.demo	1	1	external-reference	UNVERIFIED
https://omniai.demo/vr	omniai.demo	1	1	external-reference	UNVERIFIED
https://omniai.demo/wakanda	omniai.demo	1	1	external-reference	UNVERIFIED
https://omniai.install	omniai.install	5	1	external-reference	UNVERIFIED
https://omnigenomex.com	omnigenomex.com	1	1	external-reference	UNVERIFIED
https://online-communities.demos.buddyboss.com	online-communities.demos.buddyboss.com	3	3	external-reference	UNVERIFIED
https://online-communities.demos.buddyboss.com/	online-communities.demos.buddyboss.com	19	8	external-reference	UNVERIFIED
https://openlaboratory.ai/cdn-cgi/image/width%3D1200%2Cheight%3D318.7721369539551%2Cquality%3D80/https%3A//media.openlaboratory.ai/model-reports/model-images/fcefd077932e3e583bc4ee5dd2c816ca7923811ce1a5176f3d925c3914cb1137.png	openlaboratory.ai	1	1	external-reference	UNVERIFIED
https://openscad.org/downloads.html	openscad.org	1	1	external-reference	UNVERIFIED
https://paper-api.alpaca.markets	paper-api.alpaca.markets	1	1	external-reference	UNVERIFIED
https://picsum.photos/300/300?random=${i	picsum.photos	1	1	external-reference	UNVERIFIED
https://picx.zhimg.com/v2-ee6f92cc2f9d838122601840edf8e904_720w.jpg?source=172ae18b	picx.zhimg.com	1	1	external-reference	UNVERIFIED
https://platform.openai.com/api-keys	platform.openai.com	1	1	external-reference	UNVERIFIED
https://polygon-rpc.com	polygon-rpc.com	1	1	external-reference	UNVERIFIED
https://polygon.io/	polygon.io	1	1	external-reference	UNVERIFIED
https://pratt.duke.edu/news/text2robot/	pratt.duke.edu	1	1	external-reference	UNVERIFIED
https://presearch.com/search?q=%s	presearch.com	2	1	external-reference	UNVERIFIED
https://presearch.org/extsearch?term=%s	presearch.org	1	1	external-reference	UNVERIFIED
https://python.org/downloads/	python.org	3	2	external-reference	UNVERIFIED
https://r2.erweima.ai/i/52amTnkOScuWbdIXByOGvw.png	r2.erweima.ai	1	1	external-reference	UNVERIFIED
https://raw.githubusercontent.com/automatika-robotics/kompass-core/refs/heads/main/build_dependencies/install_gpu.sh	raw.githubusercontent.com	1	1	external-reference	UNVERIFIED
https://raw.githubusercontent.com/coqui-ai/TTS/main/images/coqui-log-green-TTS.png	raw.githubusercontent.com	1	1	external-reference	UNVERIFIED
https://raw.githubusercontent.com/wiki/DenchiSoft/VTubeStudio/img/vowel_ms.png	raw.githubusercontent.com	1	1	external-reference	UNVERIFIED
https://react.dev/	react.dev	1	1	external-reference	UNVERIFIED
https://research.trios.org	research.trios.org	1	1	external-reference	UNVERIFIED
https://rpc-mumbai.maticvigil.com	rpc-mumbai.maticvigil.com	1	1	external-reference	UNVERIFIED
https://script.google.com/.../exec?action=addPoints&user=${userId}&points=${points}`	script.google.com	1	1	external-reference	UNVERIFIED
https://script.google.com/macros/s/.../exec?action=click	script.google.com	1	1	external-reference	UNVERIFIED
https://script.google.com/macros/s/.../exec?product=ID	script.google.com	1	1	external-reference	UNVERIFIED
https://script.google.com/macros/s/SCRIPT_ID/exec	script.google.com	1	1	external-reference	UNVERIFIED
https://semrush.sjv.io...​	invalid-template	1	1	external-reference	UNVERIFIED
https://substackcdn.com/image/fetch/f_auto%2Cq_auto%3Agood%2Cfl_progressive%3Asteep/https%3A%2F%2Fsubstack-post-media.s3.amazonaws.com%2Fpublic%2Fimages%2F9b74ae11-f0d3-4b9e-aa82-365e33dd1bf8_2048x1536.png	substackcdn.com	1	1	external-reference	UNVERIFIED
https://support.omnigenome-x.com	support.omnigenome-x.com	1	1	external-reference	UNVERIFIED
https://ta-lib.org/	ta-lib.org	1	1	external-reference	UNVERIFIED
https://taplio.com/?vi...​	taplio.com	1	1	external-reference	UNVERIFIED
https://techinnovations.com	techinnovations.com	1	1	external-reference	UNVERIFIED
https://thegamepost.com/new-playstation-6-handheld-leak-sony-canis-ps5-power-saver-mode/?utm_source=chatgpt.com	thegamepost.com	1	1	external-reference	UNVERIFIED
https://timesofindia.indiatimes.com/technology/gaming/sony-playstation-6-and-other-next-gen-consoles-could-face-launch-delays-report/articleshow/126244853.cms?utm_source=chatgpt.com	timesofindia.indiatimes.com	1	1	external-reference	UNVERIFIED
https://trendspider.co...​	invalid-template	1	1	external-reference	UNVERIFIED
https://trios.org	trios.org	1	1	external-reference	UNVERIFIED
https://twitter.com/trios_os	twitter.com	1	1	external-reference	UNVERIFIED
https://unity.com/releases/editor/qa/lts-releases	unity.com	2	1	external-reference	UNVERIFIED
https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/Flower-of-Life-NoCirlces-Small.svg/1200px-Flower-of-Life-NoCirlces-Small.svg.png	upload.wikimedia.org	1	1	external-reference	UNVERIFIED
https://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/Tree_of_life_hebrew.svg/1200px-Tree_of_life_hebrew.svg.png	upload.wikimedia.org	1	1	external-reference	UNVERIFIED
https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/Spin_network.svg/320px-Spin_network.svg.png	upload.wikimedia.org	1	1	external-reference	UNVERIFIED
https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/Fibonacci_spiral_34.svg/1200px-Fibonacci_spiral_34.svg.png	upload.wikimedia.org	1	1	external-reference	UNVERIFIED
https://user-images.githubusercontent.com/4397546/222490039-b1f6156b-bf00-405b-9fda-0c9a9156f991.gif	user-images.githubusercontent.com	1	1	external-reference	UNVERIFIED
https://user-images.githubusercontent.com/50648550/176344044-23735ac7-9feb-443e-9f76-765e4fb0fdc4.png	user-images.githubusercontent.com	1	1	external-reference	UNVERIFIED
https://validator.w3.org	validator.w3.org	1	1	documentation	UNVERIFIED
https://via.placeholder.com/1200x800.png?text=Cosmic+Component+Interdependencies	via.placeholder.com	1	1	external-reference	UNVERIFIED
https://via.placeholder.com/400x600?text=SoundSync+Hub+UI	via.placeholder.com	1	1	external-reference	UNVERIFIED
https://via.placeholder.com/800x400.png?text=Chakra+Energy+Flow+Visualization	via.placeholder.com	1	1	external-reference	UNVERIFIED
https://via.placeholder.com/800x400.png?text=Quantum+Core+%252B+Organic+Growth	via.placeholder.com	1	1	external-reference	UNVERIFIED
https://via.placeholder.com/800x400.png?text=QVA+Architecture+Diagram	via.placeholder.com	1	1	external-reference	UNVERIFIED
https://via.placeholder.com/800x400.png?text=Real-time+Chakra+Energy+Map	via.placeholder.com	1	1	external-reference	UNVERIFIED
https://vidiq.com/howtoai​	vidiq.com	1	1	external-reference	UNVERIFIED
https://wandb.me/papers	wandb.me	4	1	external-reference	UNVERIFIED
https://wanghmin.github.io/publication/wu-2022-gbm/	wanghmin.github.io	3	1	external-reference	UNVERIFIED
https://wccftech.com/ps6-specs-rumor-34-40-tflops-6-12-rt-performance-uplift/?utm_source=chatgpt.com	wccftech.com	1	1	external-reference	UNVERIFIED
https://www.alphavantage.co/	www.alphavantage.co	1	1	external-reference	UNVERIFIED
https://www.amazon.com/Advances-Financial-Machine-Learning-Marcos/dp/1119482089	www.amazon.com	1	1	external-reference	UNVERIFIED
https://www.amazon.com/water-bottles/	www.amazon.com	1	1	external-reference	UNVERIFIED
https://www.animatediff.org/_next/static/media/plate.b2cc3699.gif	www.animatediff.org	1	1	external-reference	UNVERIFIED
https://www.backtrader.com/	www.backtrader.com	1	1	external-reference	UNVERIFIED
https://www.biztechcs.com/wp-content/uploads/2025/02/OG-3.png	www.biztechcs.com	1	1	external-reference	UNVERIFIED
https://www.blender.org/download/	www.blender.org	1	1	external-reference	UNVERIFIED
https://www.buddyboss.com/	www.buddyboss.com	1	1	external-reference	UNVERIFIED
https://www.chaingpt.org/​	www.chaingpt.org	1	1	external-reference	UNVERIFIED
https://www.chataid.com/​	www.chataid.com	1	1	external-reference	UNVERIFIED
https://www.chinatalk.media/	www.chinatalk.media	1	1	external-reference	UNVERIFIED
https://www.digitaltrends.com/gaming/playstation-6-ps6-everything-we-know-so-far/?utm_source=chatgpt.com	www.digitaltrends.com	1	1	external-reference	UNVERIFIED
https://www.getrevio.com/​	www.getrevio.com	1	1	external-reference	UNVERIFIED
https://www.google.com/search?client=ms-android-ee-uk-revc&hl=en-GB&cs=0&sca_esv=a07ee0cf32ca2860&sxsrf=AE3TifN6vEmCHJO4SvD42-lfYdOyNfdXXA%3A1760198751947&q=Amazon%27s+Ocelot&sa=X&ved=2ahUKEwiY0ayqw5yQAxVxWkEAHbJKFhUQxccNegQIIxAC&mstk=AUtExfCDTYbp_iNt8SEX4Xc2hP5tGl7YgMJnG5RaT67aLN7hONtYzsm5X2yrzxf3aKejJqva2u2Hfg3J61hS2BUt9fGOgot8BdCzLvKNi59BG9p3i_HkE1MWVl9vqCr7_Fey39qXIMsGTQ0qy_ZQh6wGYsDHLnsExr1ll2NazWSla28_KijThEGlizU6ItnhPI3MPPbvECzS85VA8JZp847tUfMTEPugR4OdkQ1Mt28_-q07u1gY0NY46KP7wROfNEo9BjgbVNUh-s8ioKeZK4Owlxcy&csui=3	www.google.com	1	1	external-reference	UNVERIFIED
https://www.google.com/search?client=ms-android-ee-uk-revc&hl=en-GB&cs=0&sca_esv=a07ee0cf32ca2860&sxsrf=AE3TifN6vEmCHJO4SvD42-lfYdOyNfdXXA%3A1760198751947&q=cat+qubits&sa=X&ved=2ahUKEwiY0ayqw5yQAxVxWkEAHbJKFhUQxccNegQIHhAB&mstk=AUtExfCDTYbp_iNt8SEX4Xc2hP5tGl7YgMJnG5RaT67aLN7hONtYzsm5X2yrzxf3aKejJqva2u2Hfg3J61hS2BUt9fGOgot8BdCzLvKNi59BG9p3i_HkE1MWVl9vqCr7_Fey39qXIMsGTQ0qy_ZQh6wGYsDHLnsExr1ll2NazWSla28_KijThEGlizU6ItnhPI3MPPbvECzS85VA8JZp847tUfMTEPugR4OdkQ1Mt28_-q07u1gY0NY46KP7wROfNEo9BjgbVNUh-s8ioKeZK4Owlxcy&csui=3	www.google.com	1	1	external-reference	UNVERIFIED
https://www.google.com/search?client=ms-android-ee-uk-revc&hl=en-GB&cs=0&sca_esv=a07ee0cf32ca2860&sxsrf=AE3TifN6vEmCHJO4SvD42-lfYdOyNfdXXA%3A1760198751947&q=IBM%27s+Condor+and+Osprey&sa=X&ved=2ahUKEwiY0ayqw5yQAxVxWkEAHbJKFhUQxccNegQIJhAC&mstk=AUtExfCDTYbp_iNt8SEX4Xc2hP5tGl7YgMJnG5RaT67aLN7hONtYzsm5X2yrzxf3aKejJqva2u2Hfg3J61hS2BUt9fGOgot8BdCzLvKNi59BG9p3i_HkE1MWVl9vqCr7_Fey39qXIMsGTQ0qy_ZQh6wGYsDHLnsExr1ll2NazWSla28_KijThEGlizU6ItnhPI3MPPbvECzS85VA8JZp847tUfMTEPugR4OdkQ1Mt28_-q07u1gY0NY46KP7wROfNEo9BjgbVNUh-s8ioKeZK4Owlxcy&csui=3	www.google.com	1	1	external-reference	UNVERIFIED
https://www.google.com/search?client=ms-android-ee-uk-revc&hl=en-GB&cs=0&sca_esv=a07ee0cf32ca2860&sxsrf=AE3TifN6vEmCHJO4SvD42-lfYdOyNfdXXA%3A1760198751947&q=Majorana+1&sa=X&ved=2ahUKEwiY0ayqw5yQAxVxWkEAHbJKFhUQxccNegQIOxAB&mstk=AUtExfCDTYbp_iNt8SEX4Xc2hP5tGl7YgMJnG5RaT67aLN7hONtYzsm5X2yrzxf3aKejJqva2u2Hfg3J61hS2BUt9fGOgot8BdCzLvKNi59BG9p3i_HkE1MWVl9vqCr7_Fey39qXIMsGTQ0qy_ZQh6wGYsDHLnsExr1ll2NazWSla28_KijThEGlizU6ItnhPI3MPPbvECzS85VA8JZp847tUfMTEPugR4OdkQ1Mt28_-q07u1gY0NY46KP7wROfNEo9BjgbVNUh-s8ioKeZK4Owlxcy&csui=3	www.google.com	1	1	external-reference	UNVERIFIED
https://www.google.com/search?client=ms-android-ee-uk-revc&hl=en-GB&cs=0&sca_esv=a07ee0cf32ca2860&sxsrf=AE3TifN6vEmCHJO4SvD42-lfYdOyNfdXXA%3A1760198751947&q=Rigetti%27s+Aspen&sa=X&ved=2ahUKEwiY0ayqw5yQAxVxWkEAHbJKFhUQxccNegQIKBAC&mstk=AUtExfCDTYbp_iNt8SEX4Xc2hP5tGl7YgMJnG5RaT67aLN7hONtYzsm5X2yrzxf3aKejJqva2u2Hfg3J61hS2BUt9fGOgot8BdCzLvKNi59BG9p3i_HkE1MWVl9vqCr7_Fey39qXIMsGTQ0qy_ZQh6wGYsDHLnsExr1ll2NazWSla28_KijThEGlizU6ItnhPI3MPPbvECzS85VA8JZp847tUfMTEPugR4OdkQ1Mt28_-q07u1gY0NY46KP7wROfNEo9BjgbVNUh-s8ioKeZK4Owlxcy&csui=3	www.google.com	1	1	external-reference	UNVERIFIED
https://www.google.com/search?client=ms-android-ee-uk-revc&hl=en-GB&cs=0&sca_esv=a07ee0cf32ca2860&sxsrf=AE3TifN6vEmCHJO4SvD42-lfYdOyNfdXXA%3A1760198751947&q=topological&sa=X&ved=2ahUKEwiY0ayqw5yQAxVxWkEAHbJKFhUQxccNegQICRAB&mstk=AUtExfCDTYbp_iNt8SEX4Xc2hP5tGl7YgMJnG5RaT67aLN7hONtYzsm5X2yrzxf3aKejJqva2u2Hfg3J61hS2BUt9fGOgot8BdCzLvKNi59BG9p3i_HkE1MWVl9vqCr7_Fey39qXIMsGTQ0qy_ZQh6wGYsDHLnsExr1ll2NazWSla28_KijThEGlizU6ItnhPI3MPPbvECzS85VA8JZp847tUfMTEPugR4OdkQ1Mt28_-q07u1gY0NY46KP7wROfNEo9BjgbVNUh-s8ioKeZK4Owlxcy&csui=3	www.google.com	1	1	external-reference	UNVERIFIED
https://www.google.com/search?client=ms-android-ee-uk-revc&hl=en-GB&cs=0&sca_esv=a07ee0cf32ca2860&sxsrf=AE3TifN6vEmCHJO4SvD42-lfYdOyNfdXXA%3A1760198751947&q=transmon+qubits&sa=X&ved=2ahUKEwiY0ayqw5yQAxVxWkEAHbJKFhUQxccNegQIHhAC&mstk=AUtExfCDTYbp_iNt8SEX4Xc2hP5tGl7YgMJnG5RaT67aLN7hONtYzsm5X2yrzxf3aKejJqva2u2Hfg3J61hS2BUt9fGOgot8BdCzLvKNi59BG9p3i_HkE1MWVl9vqCr7_Fey39qXIMsGTQ0qy_ZQh6wGYsDHLnsExr1ll2NazWSla28_KijThEGlizU6ItnhPI3MPPbvECzS85VA8JZp847tUfMTEPugR4OdkQ1Mt28_-q07u1gY0NY46KP7wROfNEo9BjgbVNUh-s8ioKeZK4Owlxcy&csui=3	www.google.com	1	1	external-reference	UNVERIFIED
https://www.google.com/search?client=ms-android-ee-uk-revc&hl=en-GB&cs=0&sca_esv=a07ee0cf32ca2860&sxsrf=AE3TifN6vEmCHJO4SvD42-lfYdOyNfdXXA%3A1760198751947&q=USTC%27s+Zuchongzhi+3.0&sa=X&ved=2ahUKEwiY0ayqw5yQAxVxWkEAHbJKFhUQxccNegQIJxAC&mstk=AUtExfCDTYbp_iNt8SEX4Xc2hP5tGl7YgMJnG5RaT67aLN7hONtYzsm5X2yrzxf3aKejJqva2u2Hfg3J61hS2BUt9fGOgot8BdCzLvKNi59BG9p3i_HkE1MWVl9vqCr7_Fey39qXIMsGTQ0qy_ZQh6wGYsDHLnsExr1ll2NazWSla28_KijThEGlizU6ItnhPI3MPPbvECzS85VA8JZp847tUfMTEPugR4OdkQ1Mt28_-q07u1gY0NY46KP7wROfNEo9BjgbVNUh-s8ioKeZK4Owlxcy&csui=3	www.google.com	1	1	external-reference	UNVERIFIED
https://www.google.com/search?client=ms-android-ee-uk-revc&hl=en-GB&cs=0&sca_esv=a07ee0cf32ca2860&sxsrf=AE3TifOB90yXLn1joe6b5cco-4eNcRBt7A%3A1760198570511&q=Entanglement&sa=X&ved=2ahUKEwiHofHTwpyQAxVxWkEAHbJKFhUQxccNegQIERAB&mstk=AUtExfCVxQZEXNIzCNB8GUXCauDKXFbOSg-yyrbPHs4MKcx4HuCmz7lAMHS3OKC9_YCazDbT8UqtOOgkctNY5aY4-oPvGX99NTPLOCZ7TGB-_tRyqlO-NpTc8xvQIyLAO-RNEt5AObhiBPG-ZjdCuyzNXYb0Rqqvtx5FSf5vwyqOqoYwuwU&csui=3	www.google.com	1	1	external-reference	UNVERIFIED
https://www.google.com/search?client=ms-android-ee-uk-revc&hl=en-GB&cs=0&sca_esv=a07ee0cf32ca2860&sxsrf=AE3TifOB90yXLn1joe6b5cco-4eNcRBt7A%3A1760198570511&q=Majorana+1+chip&sa=X&ved=2ahUKEwiHofHTwpyQAxVxWkEAHbJKFhUQxccNegQIPhAB&mstk=AUtExfCVxQZEXNIzCNB8GUXCauDKXFbOSg-yyrbPHs4MKcx4HuCmz7lAMHS3OKC9_YCazDbT8UqtOOgkctNY5aY4-oPvGX99NTPLOCZ7TGB-_tRyqlO-NpTc8xvQIyLAO-RNEt5AObhiBPG-ZjdCuyzNXYb0Rqqvtx5FSf5vwyqOqoYwuwU&csui=3	www.google.com	1	1	external-reference	UNVERIFIED
https://www.google.com/search?client=ms-android-ee-uk-revc&hl=en-GB&cs=0&sca_esv=a07ee0cf32ca2860&sxsrf=AE3TifOB90yXLn1joe6b5cco-4eNcRBt7A%3A1760198570511&q=Qubits&sa=X&ved=2ahUKEwiHofHTwpyQAxVxWkEAHbJKFhUQxccNegQIEBAB&mstk=AUtExfCVxQZEXNIzCNB8GUXCauDKXFbOSg-yyrbPHs4MKcx4HuCmz7lAMHS3OKC9_YCazDbT8UqtOOgkctNY5aY4-oPvGX99NTPLOCZ7TGB-_tRyqlO-NpTc8xvQIyLAO-RNEt5AObhiBPG-ZjdCuyzNXYb0Rqqvtx5FSf5vwyqOqoYwuwU&csui=3	www.google.com	1	1	external-reference	UNVERIFIED
https://www.google.com/search?client=ms-android-ee-uk-revc&hl=en-GB&cs=0&sca_esv=a07ee0cf32ca2860&sxsrf=AE3TifOB90yXLn1joe6b5cco-4eNcRBt7A%3A1760198570511&q=topological+qubits&sa=X&ved=2ahUKEwiHofHTwpyQAxVxWkEAHbJKFhUQxccNegQIQhAB&mstk=AUtExfCVxQZEXNIzCNB8GUXCauDKXFbOSg-yyrbPHs4MKcx4HuCmz7lAMHS3OKC9_YCazDbT8UqtOOgkctNY5aY4-oPvGX99NTPLOCZ7TGB-_tRyqlO-NpTc8xvQIyLAO-RNEt5AObhiBPG-ZjdCuyzNXYb0Rqqvtx5FSf5vwyqOqoYwuwU&csui=3	www.google.com	1	1	external-reference	UNVERIFIED
https://www.google.com/search?client=ms-android-ee-uk-revc&hl=en-GB&cs=0&sca_esv=a07ee0cf32ca2860&sxsrf=AE3TifOB90yXLn1joe6b5cco-4eNcRBt7A%3A1760198570511&q=Willow+chip&sa=X&ved=2ahUKEwiHofHTwpyQAxVxWkEAHbJKFhUQxccNegQIPBAB&mstk=AUtExfCVxQZEXNIzCNB8GUXCauDKXFbOSg-yyrbPHs4MKcx4HuCmz7lAMHS3OKC9_YCazDbT8UqtOOgkctNY5aY4-oPvGX99NTPLOCZ7TGB-_tRyqlO-NpTc8xvQIyLAO-RNEt5AObhiBPG-ZjdCuyzNXYb0Rqqvtx5FSf5vwyqOqoYwuwU&csui=3	www.google.com	1	1	external-reference	UNVERIFIED
https://www.googleapis.com/customsearch/v1	www.googleapis.com	1	1	external-reference	UNVERIFIED
https://www.gov.uk/business-legal-structures	www.gov.uk	1	1	external-reference	UNVERIFIED
https://www.gov.uk/government/organisations/companies-house	www.gov.uk	1	1	external-reference	UNVERIFIED
https://www.gumloop.com/​	www.gumloop.com	1	1	external-reference	UNVERIFIED
https://www.heise.de/en/news/Text2Robot-Design-robots-with-AI-via-text-prompt-10351471.html	www.heise.de	1	1	external-reference	UNVERIFIED
https://www.hypergridbusiness.com/wp-content/uploads/2011/06/VastPark-avatar-generator.png	www.hypergridbusiness.com	1	1	external-reference	UNVERIFIED
https://www.interconnects.ai/p/chinas-top-19-open-model-labs	www.interconnects.ai	1	1	external-reference	UNVERIFIED
https://www.kavout.com/​	www.kavout.com	1	1	external-reference	UNVERIFIED
https://www.liberateds...​	invalid-template	1	1	external-reference	UNVERIFIED
https://www.liberatedstocktrader.com/ai-stock-trading/	www.liberatedstocktrader.com	3	1	external-reference	UNVERIFIED
